variety,defect_type,length_mm,width_mm,aspect_ratio,area_mm2,circularity,solidity,eccentricity,rg_ratio,rb_ratio,gb_ratio,norm_s,quality_grade
golden_mansuri,whole,5.64,2.07,2.724,9.17,0.7032,0.9238,0.6342,1.1241,1.4518,1.1498,0.1484,Grade B
golden_mansuri,broken,5.131,2.232,2.299,8.996,0.4923,0.9082,0.5669,1.2787,1.2264,1.1011,0.125,Common
golden_mansuri,whole,5.485,2.223,2.467,9.576,0.839,1.0,0.5963,1.1352,1.1659,1.1707,0.1572,Grade A
golden_mansuri,whole,6.17,2.329,2.649,11.288,0.6828,0.9749,0.6239,1.1715,1.3552,1.2744,0.1722,Grade A
golden_mansuri,broken,6.564,1.841,3.565,9.492,0.6485,0.9137,0.7203,1.1764,1.4514,1.2185,0.1273,Common
golden_mansuri,whole,4.884,2.099,2.327,8.053,0.541,0.8868,0.572,1.0958,1.4147,1.227,0.1314,Grade B
golden_mansuri,broken,5.839,1.953,2.989,8.958,0.6634,0.9452,0.6665,1.1813,1.457,1.2151,0.1792,Grade B
golden_mansuri,discolored,5.885,2.082,2.826,9.624,0.5196,0.9366,0.6474,1.1719,1.2956,1.1429,0.2143,Common
golden_mansuri,broken,5.906,2.059,2.869,9.55,0.5863,0.8789,0.6526,1.2282,1.361,1.187,0.1853,Common
golden_mansuri,whole,6.268,2.016,3.109,9.925,0.6371,0.7891,0.6794,1.0611,1.2428,1.2281,0.1602,Grade A
golden_mansuri,whole,5.912,2.195,2.693,10.192,0.51,0.9136,0.6301,1.067,1.4221,1.267,0.1431,Grade A
golden_mansuri,whole,5.378,2.017,2.667,8.52,0.4747,0.9368,0.6264,1.1336,1.4276,1.1541,0.1514,Grade A
golden_mansuri,broken,5.204,2.279,2.283,9.315,0.6302,0.9262,0.5639,1.1272,1.2484,1.2099,0.188,Grade B
golden_mansuri,whole,5.343,2.013,2.654,8.448,0.7531,0.8868,0.6247,1.1523,1.3248,1.2278,0.0986,Grade A
golden_mansuri,whole,6.136,1.936,3.169,9.33,0.6756,0.9347,0.6854,1.1916,1.1878,1.1668,0.16,Grade A
golden_mansuri,whole,5.604,1.847,3.035,8.129,0.7402,0.986,0.6716,1.1565,1.2775,1.2775,0.1899,Grade A
golden_mansuri,discolored,6.119,2.313,2.646,11.114,0.6934,0.9021,0.6235,1.2236,1.2532,1.2463,0.1289,Rejected
golden_mansuri,whole,6.147,2.054,2.994,9.915,0.8269,0.9446,0.6671,1.0766,1.464,1.3131,0.1965,Grade A
golden_mansuri,whole,5.761,1.973,2.919,8.929,0.8692,0.9272,0.6586,0.9878,1.3771,1.1991,0.1678,Common
golden_mansuri,foreign,5.545,2.245,2.47,9.779,0.812,0.9342,0.5967,1.1296,1.3467,1.2212,0.1459,Rejected
golden_mansuri,whole,5.943,2.183,2.723,10.189,0.854,0.9828,0.6341,1.1089,1.4156,1.1629,0.1909,Grade A
golden_mansuri,whole,5.483,1.916,2.862,8.25,0.728,0.7863,0.6518,1.0449,1.3358,1.2249,0.1589,Grade A
golden_mansuri,whole,5.864,2.205,2.66,10.155,0.6984,0.9778,0.6255,1.1738,1.2902,1.2032,0.1279,Grade B
golden_mansuri,discolored,5.655,2.3,2.458,10.215,0.7685,0.9901,0.5949,1.1318,1.4577,1.2084,0.2141,Rejected
golden_mansuri,chalky,6.32,2.065,3.06,10.25,0.7218,0.9844,0.6743,1.142,1.2443,1.3486,0.1559,Common
golden_mansuri,whole,5.767,2.308,2.498,10.454,0.6392,0.8696,0.6014,1.1652,1.2066,1.2027,0.1774,Grade A
golden_mansuri,whole,6.37,2.119,3.006,10.599,0.8431,0.907,0.6685,1.0972,1.3715,1.2071,0.1347,Grade B
golden_mansuri,broken,4.927,2.339,2.106,9.052,0.6496,0.8896,0.5275,1.0441,1.4893,1.1426,0.1718,Rejected
golden_mansuri,whole,5.675,1.794,3.164,7.995,0.619,0.9294,0.6849,1.1028,1.3663,1.2609,0.1989,Grade A
golden_mansuri,whole,6.022,2.1,2.868,9.931,0.809,1.0,0.6526,1.0637,1.332,1.0773,0.1758,Common
golden_mansuri,whole,5.425,1.731,3.134,7.376,0.7374,0.9928,0.6819,1.1145,1.3852,1.1259,0.1837,Grade A
golden_mansuri,whole,5.535,1.963,2.82,8.532,0.624,0.9003,0.6466,1.1729,1.245,1.1962,0.1688,Grade A
golden_mansuri,whole,5.342,1.98,2.698,8.304,0.6022,1.0,0.6308,1.1832,1.2751,1.2864,0.176,Grade B
golden_mansuri,foreign,5.385,2.161,2.492,9.139,0.6455,1.0,0.6004,1.0738,1.4729,1.2133,0.179,Rejected
golden_mansuri,damaged,6.05,1.987,3.045,9.439,0.7864,0.7846,0.6727,1.1068,1.2761,1.1448,0.1636,Rejected
golden_mansuri,whole,5.801,1.98,2.93,9.022,0.7369,0.9262,0.6598,1.2062,1.4122,1.2218,0.1431,Grade A
golden_mansuri,whole,5.568,2.148,2.592,9.394,0.7715,0.9174,0.6156,1.151,1.3615,1.189,0.1422,Grade A
golden_mansuri,whole,5.899,1.973,2.989,9.143,0.6762,0.9433,0.6666,1.1812,1.2636,1.2798,0.2038,Grade A
golden_mansuri,whole,6.2,2.074,2.99,10.098,0.478,0.85,0.6667,1.135,1.257,1.1952,0.171,Grade B
golden_mansuri,whole,6.15,2.357,2.609,11.386,0.8434,0.9342,0.6182,1.0322,1.3869,1.2829,0.1676,Grade B
golden_mansuri,discolored,5.939,2.296,2.587,10.707,0.7333,0.7954,0.6149,1.1201,1.4458,1.1715,0.1633,Common
golden_mansuri,whole,5.261,2.421,2.173,10.004,0.8681,0.8758,0.5419,1.1588,1.2956,1.2569,0.1853,Common
golden_mansuri,whole,6.041,2.16,2.797,10.247,0.9935,0.8686,0.6438,1.0474,1.3186,1.1259,0.1252,Grade A
golden_mansuri,whole,5.299,2.193,2.416,9.128,0.6494,0.911,0.5878,1.2037,1.2887,1.2041,0.181,Grade A
golden_mansuri,whole,5.845,2.189,2.671,10.048,0.9064,0.9279,0.627,1.1992,1.3344,1.2378,0.22,Grade A
golden_mansuri,broken,6.597,2.151,3.067,11.144,0.8651,0.8885,0.675,1.1481,1.3527,1.0869,0.135,Grade B
golden_mansuri,whole,6.066,2.158,2.811,10.283,0.7824,0.9118,0.6455,1.2221,1.3507,1.2235,0.162,Common
golden_mansuri,chalky,6.11,1.896,3.222,9.1,0.5901,0.9544,0.6906,1.1447,1.3137,1.2734,0.1518,Rejected
golden_mansuri,whole,6.346,2.383,2.663,11.878,0.6718,0.9815,0.6259,1.0931,1.2774,1.079,0.2202,Grade A
golden_mansuri,whole,5.318,2.225,2.39,9.293,0.6624,0.8548,0.5833,1.1765,1.2353,1.1698,0.1068,Grade A
golden_mansuri,whole,4.875,1.833,2.659,7.02,0.6998,0.8928,0.6253,1.2695,1.4967,1.1679,0.1867,Grade B
golden_mansuri,whole,5.072,2.098,2.418,8.356,0.6827,0.8982,0.5881,1.1765,1.2899,1.1509,0.1733,Grade B
golden_mansuri,whole,5.862,1.888,3.105,8.693,0.7928,0.8315,0.6789,1.1153,1.3294,1.1818,0.153,Grade B
golden_mansuri,whole,6.725,2.179,3.087,11.508,0.7092,0.9438,0.6771,1.3018,1.2705,1.1528,0.1474,Grade A
golden_mansuri,damaged,5.709,2.405,2.374,10.784,0.7151,0.9054,0.5806,1.1129,1.4219,1.1705,0.2254,Rejected
golden_mansuri,damaged,6.512,2.146,3.034,10.977,0.6988,0.9715,0.6715,1.2157,1.2855,1.1884,0.1303,Rejected
golden_mansuri,whole,5.133,2.018,2.544,8.136,0.5653,0.8751,0.6084,1.1831,1.2913,1.202,0.1212,Common
golden_mansuri,whole,5.394,2.066,2.611,8.752,0.718,0.8793,0.6184,1.0614,1.4944,1.182,0.1671,Grade A
golden_mansuri,whole,5.177,2.181,2.374,8.868,0.6292,0.8931,0.5805,1.1068,1.2599,1.2175,0.1258,Grade B
golden_mansuri,whole,6.098,2.11,2.89,10.105,0.7422,0.8967,0.6552,1.128,1.373,1.1502,0.1593,Grade A
golden_mansuri,whole,4.814,2.341,2.056,8.851,0.6313,0.9782,0.516,1.2141,1.2471,1.1547,0.2468,Grade B
golden_mansuri,whole,5.808,1.986,2.924,9.062,0.7432,0.8841,0.6592,1.0281,1.2443,1.2213,0.1361,Grade A
golden_mansuri,whole,5.371,2.254,2.384,9.507,0.7247,0.9195,0.5822,1.2027,1.3884,1.3068,0.1562,Grade A
golden_mansuri,whole,5.52,1.866,2.958,8.088,0.6571,0.9682,0.6631,1.228,1.4268,1.1123,0.2025,Grade A
golden_mansuri,broken,5.546,2.226,2.491,9.697,0.5668,0.9786,0.6001,1.0621,1.2965,1.1601,0.1174,Common
golden_mansuri,whole,6.82,2.117,3.221,11.342,0.8117,0.9316,0.6905,1.1799,1.3226,1.2317,0.1861,Grade A
golden_mansuri,damaged,5.675,2.249,2.524,10.024,0.5934,0.9174,0.6053,1.2647,1.4431,1.301,0.1707,Rejected
golden_mansuri,whole,6.355,1.749,3.634,8.729,0.5685,0.9855,0.7256,1.1334,1.2963,1.1448,0.1533,Grade A
golden_mansuri,whole,5.691,2.09,2.723,9.339,0.7588,0.9681,0.6341,1.2068,1.4359,1.1821,0.1611,Grade B
golden_mansuri,whole,5.698,2.172,2.624,9.719,0.7785,0.8311,0.6203,1.1929,1.3313,1.2624,0.1933,Grade B
golden_mansuri,whole,6.266,2.36,2.655,11.613,0.7291,0.9216,0.6248,1.2024,1.4086,1.2015,0.1821,Grade A
golden_mansuri,whole,6.242,2.11,2.958,10.344,0.9049,0.8387,0.6631,1.1166,1.3526,1.2882,0.182,Grade B
golden_mansuri,whole,5.214,2.158,2.416,8.838,0.5636,0.8934,0.5878,1.1801,1.2714,1.3163,0.2067,Common
golden_mansuri,whole,5.04,1.932,2.608,7.648,0.4714,0.8809,0.6181,1.196,1.3169,1.2476,0.1243,Grade B
golden_mansuri,whole,5.705,2.083,2.739,9.335,0.5728,0.8623,0.6362,1.2081,1.3819,1.283,0.1797,Grade A
golden_mansuri,whole,5.586,2.095,2.666,9.192,0.8953,0.9543,0.6264,1.2422,1.3978,1.1773,0.1735,Grade B
golden_mansuri,broken,5.539,2.063,2.685,8.974,0.8606,0.816,0.6289,1.2223,1.2751,1.1377,0.2054,Common
golden_mansuri,whole,6.036,2.471,2.443,11.714,0.7559,0.9122,0.5923,1.1706,1.4495,1.1732,0.1504,Grade A
golden_mansuri,whole,5.758,1.76,3.271,7.962,0.7053,0.9633,0.6952,1.1214,1.4842,1.1324,0.2057,Grade B
golden_mansuri,whole,6.839,2.089,3.274,11.217,0.6123,0.8496,0.6955,1.1368,1.3398,1.2262,0.1611,Common
golden_mansuri,whole,4.887,2.073,2.357,7.958,0.4633,0.9377,0.5776,1.0912,1.3631,1.2988,0.1415,Grade B
golden_mansuri,whole,6.436,2.034,3.164,10.283,0.616,0.9544,0.6849,1.1239,1.2827,1.1913,0.1687,Grade B
golden_mansuri,damaged,5.71,2.212,2.581,9.922,0.7193,0.9855,0.614,1.1455,1.3352,1.2555,0.173,Common
golden_mansuri,whole,5.426,1.99,2.727,8.48,0.6472,0.9877,0.6346,0.9567,1.3816,1.2221,0.1196,Grade A
golden_mansuri,broken,5.83,2.186,2.667,10.008,0.759,0.7874,0.6265,1.232,1.291,1.2612,0.1922,Grade B
golden_mansuri,whole,5.538,1.727,3.206,7.512,0.8168,0.8812,0.6891,1.0987,1.3178,1.2363,0.1683,Grade B
golden_mansuri,discolored,5.388,2.079,2.592,8.799,0.8898,0.9143,0.6156,1.2151,1.3531,1.191,0.1626,Common
golden_mansuri,whole,6.277,2.165,2.9,10.673,0.8187,0.8718,0.6563,1.1251,1.2921,1.2389,0.1592,Grade B
golden_mansuri,discolored,5.718,2.224,2.571,9.986,0.4935,1.0,0.6126,1.133,1.188,1.2295,0.171,Rejected
golden_mansuri,broken,5.666,2.278,2.487,10.138,0.7747,0.9349,0.5995,1.177,1.3417,1.3265,0.1256,Rejected
golden_mansuri,whole,6.042,1.948,3.101,9.244,0.5256,0.9278,0.6786,1.1669,1.4692,1.1438,0.2046,Grade B
golden_mansuri,whole,5.158,2.027,2.545,8.21,0.7014,0.9482,0.6086,1.1145,1.4744,1.1531,0.1178,Grade A
golden_mansuri,broken,5.614,2.661,2.11,11.734,0.6988,0.864,0.5282,1.1466,1.3459,1.2296,0.1899,Common
golden_mansuri,whole,5.803,2.231,2.601,10.167,0.6372,0.9843,0.617,1.1346,1.3722,1.164,0.1401,Common
golden_mansuri,whole,5.341,1.984,2.692,8.324,0.7699,0.8885,0.6299,1.1429,1.3512,1.105,0.1259,Grade B
golden_mansuri,discolored,6.144,2.274,2.702,10.973,0.7719,1.0,0.6312,1.145,1.4019,1.1849,0.2436,Common
golden_mansuri,chalky,6.533,2.102,3.108,10.786,0.7387,0.988,0.6793,1.1412,1.2975,1.2724,0.1724,Common
golden_mansuri,whole,5.777,1.95,2.963,8.847,0.5282,0.9318,0.6636,1.2043,1.3319,1.3062,0.1489,Grade A
golden_mansuri,broken,5.665,2.239,2.531,9.961,0.6225,0.9884,0.6064,1.268,1.3469,1.295,0.1383,Common
golden_mansuri,whole,6.063,2.097,2.891,9.986,0.4046,0.8879,0.6553,1.1124,1.2717,1.2273,0.1574,Grade A
golden_mansuri,broken,5.399,2.302,2.346,9.762,0.6339,0.8943,0.5755,1.1226,1.3771,1.2474,0.0787,Common
golden_mansuri,broken,5.259,1.925,2.732,7.951,0.655,0.8822,0.6353,1.1634,1.1943,1.1529,0.2162,Common
golden_mansuri,whole,5.849,1.774,3.297,8.151,0.7635,0.9141,0.6976,1.1227,1.3696,1.2485,0.1912,Grade B
golden_mansuri,discolored,5.122,2.015,2.542,8.105,0.9943,0.9562,0.6082,1.2922,1.4616,1.2345,0.179,Common
golden_mansuri,whole,5.685,1.787,3.181,7.979,0.7018,0.9805,0.6866,1.114,1.383,1.2711,0.1427,Grade A
golden_mansuri,whole,5.355,1.868,2.866,7.857,0.61,0.991,0.6523,1.0951,1.3601,1.1898,0.2054,Grade B
golden_mansuri,broken,5.829,2.058,2.832,9.423,0.5808,1.0,0.6481,1.1044,1.4031,1.2836,0.1533,Common
golden_mansuri,broken,6.426,2.016,3.188,10.172,0.5714,0.8947,0.6873,1.1625,1.3547,1.1964,0.1127,Common
golden_mansuri,damaged,5.895,2.21,2.668,10.23,0.7572,0.9399,0.6266,1.2059,1.3816,1.2012,0.1461,Common
golden_mansuri,whole,5.567,2.157,2.582,9.43,0.7439,0.9617,0.6141,1.227,1.3562,1.1415,0.1596,Grade A
golden_mansuri,broken,6.283,2.126,2.956,10.49,0.7381,0.9883,0.6628,1.1122,1.3959,1.2134,0.1645,Common
golden_mansuri,whole,5.542,2.226,2.49,9.689,0.5125,0.979,0.6,1.2131,1.3578,1.2064,0.182,Grade A
golden_mansuri,whole,6.028,1.936,3.114,9.166,0.698,0.9076,0.6799,1.1243,1.3492,1.1519,0.2009,Grade A
golden_mansuri,broken,5.563,1.889,2.945,8.254,0.7202,0.8422,0.6615,1.1524,1.2362,1.2477,0.1423,Grade B
golden_mansuri,whole,5.376,2.09,2.573,8.822,0.5486,0.9515,0.6128,1.2559,1.5734,1.2255,0.1936,Grade A
golden_mansuri,whole,6.026,2.013,2.994,9.527,0.8237,0.9073,0.6671,1.1225,1.388,1.1562,0.2006,Grade A
golden_mansuri,whole,5.318,2.237,2.378,9.342,0.6383,0.8526,0.5812,1.1137,1.3474,1.1491,0.1354,Grade B
golden_mansuri,broken,5.564,2.034,2.736,8.889,0.6579,0.9511,0.6358,1.2069,1.3255,1.1458,0.2082,Grade B
golden_mansuri,discolored,5.66,2.411,2.347,10.72,0.4754,0.9298,0.5758,1.2651,1.3217,1.2065,0.1789,Rejected
nati_mansuri,whole,4.61,2.238,2.06,8.102,0.6662,0.8886,0.517,1.1737,1.3269,1.195,0.1643,Grade A
nati_mansuri,whole,4.71,2.145,2.196,7.936,0.6397,0.9201,0.5466,1.0364,1.25,1.149,0.2037,Grade A
nati_mansuri,whole,5.387,2.324,2.318,9.834,0.7753,0.925,0.5704,1.06,1.1106,1.1923,0.1167,Grade A
nati_mansuri,whole,5.393,2.781,1.939,11.78,0.7217,0.8968,0.487,1.0294,1.3275,1.287,0.1326,Grade A
nati_mansuri,whole,5.135,1.983,2.59,7.997,0.7176,0.9426,0.6153,1.0956,1.2267,1.241,0.1279,Grade A
nati_mansuri,whole,5.229,2.423,2.158,9.952,0.7088,0.898,0.5387,1.0683,1.2039,1.1541,0.0764,Grade A
nati_mansuri,broken,5.007,2.292,2.185,9.014,0.7795,0.9875,0.5444,1.1635,1.3276,1.1807,0.1106,Common
nati_mansuri,whole,4.916,2.683,1.832,10.362,0.5474,0.8623,0.4571,1.1513,1.3111,1.2588,0.1395,Grade A
nati_mansuri,whole,4.279,2.074,2.063,6.971,0.7972,0.9636,0.5176,1.1218,1.1523,1.1585,0.1033,Grade B
nati_mansuri,whole,4.431,2.306,1.921,8.025,0.636,0.9942,0.4823,1.0559,1.1781,1.0508,0.1391,Grade A
nati_mansuri,damaged,5.204,2.433,2.139,9.947,0.6972,0.9882,0.5346,1.1398,1.2242,1.1176,0.1645,Common
nati_mansuri,whole,4.935,2.334,2.114,9.046,0.6154,0.9504,0.5293,1.0547,1.2818,1.2668,0.1202,Grade A
nati_mansuri,whole,5.138,2.351,2.186,9.487,0.6871,0.8945,0.5445,1.1291,1.2221,1.1983,0.1181,Grade A
nati_mansuri,chalky,4.672,2.29,2.04,8.404,0.7235,0.7356,0.5122,1.0515,1.2587,1.2703,0.1076,Rejected
nati_mansuri,discolored,4.354,2.379,1.83,8.134,0.6198,0.8948,0.4566,1.0518,1.2315,1.3433,0.1653,Common
nati_mansuri,whole,5.175,2.398,2.158,9.747,0.5394,0.9397,0.5386,1.1644,1.2217,1.2379,0.1611,Grade B
nati_mansuri,whole,4.427,2.228,1.987,7.745,0.8436,0.8286,0.4993,0.9759,1.2972,1.1534,0.1402,Grade B
nati_mansuri,whole,4.163,2.709,1.537,8.857,0.6003,0.867,0.3535,1.1662,1.2592,1.1762,0.1545,Grade B
nati_mansuri,broken,5.317,1.873,2.839,7.821,0.776,0.878,0.649,1.1823,1.3014,1.1396,0.1599,Rejected
nati_mansuri,whole,4.45,2.203,2.02,7.7,0.6996,0.9179,0.5073,1.145,1.1288,1.2001,0.1313,Grade A
nati_mansuri,broken,4.727,1.58,2.992,5.865,0.6299,0.8762,0.6669,1.132,1.2256,1.1671,0.1863,Common
nati_mansuri,broken,4.63,2.409,1.922,8.759,0.6766,0.9102,0.4825,1.1246,1.2422,1.2696,0.1352,Common
nati_mansuri,whole,5.151,2.018,2.552,8.164,0.7445,0.9625,0.6097,1.1535,1.2009,1.1406,0.1698,Common
nati_mansuri,discolored,4.541,2.24,2.027,7.989,0.8576,0.9176,0.5091,1.0564,1.2198,1.2,0.1,Common
nati_mansuri,chalky,4.716,2.367,1.993,8.766,0.8299,0.9534,0.5007,1.0572,1.3843,1.162,0.1029,Rejected
nati_mansuri,whole,4.856,2.303,2.109,8.782,0.8637,0.8484,0.5281,1.0229,1.1607,1.2024,0.145,Grade B
nati_mansuri,whole,4.663,2.3,2.027,8.424,0.7118,0.8364,0.5091,1.2626,1.3316,1.1926,0.1585,Common
nati_mansuri,foreign,4.585,2.42,1.895,8.715,0.7386,0.8795,0.475,1.1851,1.3135,1.2238,0.1818,Rejected
nati_mansuri,whole,5.075,2.155,2.355,8.59,0.7054,0.9263,0.5772,1.0426,1.4754,1.0956,0.1011,Grade B
nati_mansuri,whole,4.451,2.421,1.838,8.465,0.8468,0.9185,0.4589,1.2559,1.1521,1.2216,0.175,Common
nati_mansuri,chalky,4.701,2.389,1.968,8.82,0.7816,0.9501,0.4944,1.1624,1.2085,1.1663,0.1118,Common
nati_mansuri,whole,4.837,2.821,1.714,10.718,0.7193,0.923,0.4201,1.1064,1.239,1.1765,0.1738,Grade B
nati_mansuri,whole,4.485,2.21,2.03,7.785,0.7074,0.9797,0.5097,1.0196,1.2644,1.1887,0.085,Grade A
nati_mansuri,whole,4.529,2.338,1.937,8.318,0.6839,0.8922,0.4864,1.1257,1.4278,1.2784,0.0823,Common
nati_mansuri,chalky,4.853,2.22,2.186,8.462,0.7118,0.9276,0.5445,1.0653,1.2183,1.1531,0.147,Rejected
nati_mansuri,discolored,4.632,2.357,1.965,8.574,0.7963,0.9783,0.4938,1.0965,1.2723,1.1915,0.1055,Common
nati_mansuri,whole,5.018,2.246,2.234,8.852,0.7218,0.8788,0.5544,1.1422,1.2838,1.1634,0.1291,Grade A
nati_mansuri,whole,5.024,2.221,2.262,8.763,0.8593,0.9933,0.5599,1.0465,1.2956,1.141,0.1302,Grade B
nati_mansuri,whole,4.922,2.408,2.044,9.311,0.5999,0.8772,0.5131,1.0276,1.2191,1.009,0.1563,Grade B
nati_mansuri,whole,4.318,2.171,1.989,7.365,0.6541,0.8691,0.4997,1.1516,1.3548,1.1107,0.1618,Grade B
nati_mansuri,whole,5.774,2.12,2.724,9.612,0.9824,0.9023,0.6343,1.0645,1.3162,1.1451,0.152,Common
nati_mansuri,whole,4.351,2.252,1.932,7.697,0.8286,0.9171,0.485,1.1085,1.328,1.2502,0.0903,Common
nati_mansuri,whole,4.857,2.512,1.933,9.582,0.5806,0.8694,0.4854,0.9839,1.2461,1.2598,0.1364,Common
nati_mansuri,whole,4.344,2.203,1.972,7.516,0.5512,0.8637,0.4955,1.1233,1.1961,1.2468,0.1379,Grade B
nati_mansuri,whole,5.063,2.457,2.061,9.768,0.7335,0.9482,0.5171,1.0873,1.3334,1.1597,0.1401,Grade A
nati_mansuri,damaged,4.707,2.209,2.131,8.164,0.6311,0.9434,0.5329,1.1786,1.3837,1.1046,0.1787,Common
nati_mansuri,damaged,4.492,2.328,1.929,8.214,0.7314,0.8458,0.4843,1.1365,1.3977,1.1695,0.1808,Rejected
nati_mansuri,whole,4.046,2.784,1.453,8.845,0.8495,0.9058,0.3166,0.9817,1.313,1.0934,0.1533,Grade B
nati_mansuri,whole,5.181,2.461,2.105,10.015,0.7976,0.9204,0.5272,1.0151,1.3682,1.1638,0.0983,Common
nati_mansuri,broken,5.26,2.72,1.934,11.236,0.6959,1.0,0.4855,1.1055,1.2596,1.1422,0.1891,Grade B
nati_mansuri,whole,4.61,2.208,2.088,7.994,0.803,0.901,0.5233,1.0757,1.3806,1.2758,0.1593,Grade A
nati_mansuri,whole,4.827,2.364,2.042,8.963,0.6012,0.9562,0.5126,1.1051,1.1527,1.1243,0.1249,Grade A
nati_mansuri,whole,4.775,2.678,1.783,10.043,0.7238,0.878,0.4423,1.1132,1.2618,1.1995,0.1574,Grade B
nati_mansuri,whole,5.211,2.295,2.271,9.394,0.8639,0.9654,0.5615,1.0576,1.4668,1.1996,0.1149,Grade B
nati_mansuri,damaged,4.789,2.199,2.177,8.272,0.6828,0.9557,0.5428,1.1767,1.3356,1.1861,0.1849,Common
nati_mansuri,damaged,4.702,2.386,1.971,8.812,0.6886,0.9172,0.4951,1.0774,1.3976,1.136,0.1178,Rejected
nati_mansuri,whole,5.521,2.496,2.212,10.822,0.4615,0.8917,0.55,0.9913,1.2139,0.9917,0.1359,Grade A
nati_mansuri,whole,4.247,2.317,1.834,7.728,0.6585,0.9951,0.4576,1.1847,1.3528,1.1604,0.1996,Grade A
nati_mansuri,whole,4.772,2.751,1.735,10.309,0.6798,0.9108,0.4268,1.0135,1.3657,1.2372,0.1637,Grade A
nati_mansuri,whole,4.36,2.317,1.882,7.934,0.592,0.8611,0.4715,1.0746,1.2509,1.1477,0.154,Grade B
nati_mansuri,broken,4.862,2.102,2.313,8.026,0.7105,0.9275,0.5696,1.0098,1.3697,1.1271,0.1427,Common
nati_mansuri,damaged,4.812,2.228,2.16,8.418,0.7948,0.9537,0.5392,1.0629,1.2264,1.0557,0.1446,Rejected
nati_mansuri,whole,4.922,2.567,1.918,9.923,0.6303,0.9769,0.4812,1.0683,1.3522,1.0925,0.1471,Grade A
nati_mansuri,damaged,4.95,2.196,2.254,8.536,0.595,0.9623,0.5583,1.0938,1.2508,1.1825,0.2191,Common
nati_mansuri,whole,5.192,2.533,2.05,10.327,0.7436,0.9283,0.5146,0.9562,1.2357,1.1512,0.0838,Grade A
nati_mansuri,discolored,4.787,2.464,1.943,9.263,0.8107,0.9407,0.488,1.0422,1.1354,1.0746,0.1019,Rejected
nati_mansuri,whole,4.498,2.268,1.983,8.012,0.5986,0.9369,0.4983,1.0861,1.2908,1.2484,0.1046,Common
nati_mansuri,foreign,4.687,2.477,1.892,9.118,0.7879,0.8727,0.4742,1.0891,1.3125,1.1636,0.1576,Common
nati_mansuri,discolored,4.896,2.667,1.836,10.253,0.547,0.9139,0.4583,1.0455,1.3383,1.083,0.1504,Common
nati_mansuri,whole,4.586,2.153,2.13,7.755,0.5554,0.8967,0.5327,1.1651,1.288,1.2177,0.1899,Grade B
nati_mansuri,whole,4.959,2.191,2.263,8.534,0.6496,0.844,0.5601,1.1556,1.2591,1.1909,0.1089,Grade B
nati_mansuri,whole,4.752,2.476,1.919,9.239,0.7791,0.9189,0.4817,0.9939,1.5294,1.2848,0.1617,Grade B
nati_mansuri,whole,4.544,2.277,1.995,8.127,0.6457,0.9832,0.5013,1.1158,1.2273,1.1518,0.1736,Grade B
nati_mansuri,chalky,5.057,2.249,2.248,8.935,0.3758,0.9349,0.5572,1.0999,1.3012,1.1832,0.1002,Rejected
nati_mansuri,whole,5.032,2.489,2.021,9.838,0.7604,0.8995,0.5077,1.0957,1.2973,1.1865,0.1699,Grade A
nati_mansuri,foreign,5.55,2.316,2.397,10.095,0.3163,0.9818,0.5845,1.0676,1.2259,1.1561,0.1266,Common
nati_mansuri,discolored,5.008,1.988,2.519,7.82,0.5922,0.9372,0.6046,1.1374,1.3413,1.1328,0.1107,Rejected
nati_mansuri,chalky,4.628,2.348,1.971,8.534,0.8485,0.8176,0.4952,1.0868,1.1834,1.0809,0.169,Rejected
nati_mansuri,whole,5.113,2.204,2.32,8.851,0.6567,1.0,0.5708,1.0852,1.3488,1.1804,0.0846,Grade A
nati_mansuri,broken,5.159,2.458,2.099,9.958,0.7914,0.8706,0.5259,1.197,1.2128,1.1928,0.1397,Rejected
nati_mansuri,foreign,4.741,2.568,1.846,9.561,0.6295,0.8525,0.4613,1.1012,1.258,1.3826,0.1603,Rejected
nati_mansuri,chalky,4.661,2.089,2.231,7.646,0.512,0.8687,0.5538,1.1069,1.4042,1.2473,0.1469,Common
nati_mansuri,broken,4.624,2.644,1.749,9.6,0.6811,0.9157,0.4315,0.9671,1.2744,1.2302,0.108,Grade B
nati_mansuri,whole,4.298,2.512,1.711,8.478,0.6468,0.9006,0.419,1.0326,1.3202,1.3276,0.1634,Grade A
nati_mansuri,whole,4.506,2.527,1.783,8.944,0.6683,0.9887,0.4423,1.1484,1.0545,1.1198,0.1683,Grade B
nati_mansuri,whole,4.585,1.919,2.389,6.909,0.6912,1.0,0.5832,1.1483,1.4652,1.2329,0.1708,Grade B
nati_mansuri,discolored,4.736,2.507,1.89,9.324,0.8454,0.896,0.4736,1.0567,1.3011,1.2299,0.1639,Common
nati_mansuri,broken,4.316,2.682,1.609,9.092,0.6359,0.9067,0.3823,1.0458,1.5059,1.1945,0.1145,Common
nati_mansuri,broken,4.736,2.468,1.919,9.181,0.6175,0.8954,0.4816,0.9794,1.1841,1.2885,0.1892,Common
nati_mansuri,whole,4.746,2.251,2.108,8.391,0.7057,0.9138,0.5278,1.0871,1.3815,1.189,0.1614,Grade B
nati_mansuri,whole,4.47,2.029,2.203,7.125,0.7149,0.9114,0.5481,1.1052,1.2887,1.335,0.1001,Grade A
nati_mansuri,whole,4.672,2.363,1.977,8.672,0.7584,0.9842,0.4967,1.0096,1.2455,1.2057,0.1631,Grade B
